Email,Business Name,Business ID,Subject,Template,Status,Sent At,Send ID
"Unknown","Unknown","test-green-alderson","N/A","N/A","SENT","2025-09-25T23:27:30.638Z","cmg01md73000ldnaokeu5axrw"
"Unknown","Unknown","test-green-alderson","N/A","N/A","SENT","2025-09-25T23:27:30.446Z","cmg01md1r000fdnaojs6pa7d3"
"Unknown","Unknown","test-green-alderson","N/A","N/A","SENT","2025-09-25T23:27:29.339Z","cmg01mc710009dnaozmbdhptm"
"Unknown","Unknown","test-green-alderson","N/A","N/A","SENT","2025-09-25T22:50:27.249Z","cmg00apma0009fexp1aallgq5"
"Unknown","Unknown","test-green-alderson","N/A","N/A","SENT","2025-09-25T22:50:26.419Z","cmg00aoz90003fexpur8k8f7i"
